user_name,user_id,nbr_ratings
chenko,460774,11
BelgiumBellyDank,336742,11
chinchin,261163,11
awhsom,17172,11
avilla,86188,11
honkensponken,89240,11
mariohop,428520,11
nocturnale,439412,11
biglakemonster,271122,11
Olimpio,412500,11
craigbeerlover,24458,11
Shonkers,75272,11
JamesStJames,233074,11
stevoj63,441782,11
bubsir,337037,11
alexhenderson,216692,11
bucketochicken,178923,11
paleface1982,55287,11
palmtreefrb,142818,11
DomErie,40948,11
klavoie22,79089,11
IpaNorway,240277,11
nsk79,162257,11
mirkos,460671,11
steveneng,39930,11
Larixgg,387903,11
dbutler4699,359,11
CowboyKatana,148997,11
Courtepointe,394042,11
pukas,342462,11
punkdad,318665,11
brewhan,46852,11
bikeclj,130748,11
john_bl,442809,11
billiejoece,344311,11
john_chaney,301409,11
motman,343383,11
Junkbox,172292,11
Synz0r,353709,11
Timyone,304698,11
Hefeinfektion,11217,11
cassa,288453,11
carts,428417,11
catholicpunk,447316,11
paysano99,2851,11
shaihulud,323997,11
kirkjharris,268850,11
kiwichurchie,292342,11
kiurleht,371475,11
rubychard,105779,11
shablinky,90638,11
faro,26357,11
PrivatePyle,101648,11
1r355,419523,11
nunkun,408423,11
houston84,23312,11
sweetgoodness,35384,11
grainmerchant,252247,11
lusi,106298,11
paullypisspot,123356,11
paulfish,444302,11
letsgetstoked,235006,11
delomixal,173196,11
levifunk,104999,11
R6master,91794,11
aubucs,44983,11
Wesman,287877,11
gym399,89711,11
simon4,256664,11
homebrew,27099,11
Alister,376496,11
corm88,40171,11
hokieipa,88199,11
amckee,93483,11
lille,23001,11
Five0,216294,11
DubV99,1423,11
Kaspa88,367988,11
sixfootsix,84561,11
ionutsalex,394252,11
DezzAmore,438012,11
qwicksilver6,192646,11
swany85,274016,11
nlanza,6399,11
rudy,52548,11
birrarium,106130,11
birrero,363977,11
Isadaddy,53246,11
atze,88809,11
Bruman,256543,11
RJ815,285181,11
whooh,6049,11
sitronbus,36031,11
ilsaconsume,328329,11
gregerik,344843,11
trufflepig,76579,11
Mickey1965,393314,11
pubhunter54,397992,11
Kwiskwis,20057,11
Kutz17,64451,11
madcurls85,36142,11
benself,91104,11
bentharbour,261742,11
sethbc,23735,11
ruberbox,64678,11
bscanlon,46045,11
regularfricks,70679,11
trum22,62704,11
catinnaflat,422504,11
atoledo,119488,11
atomcow1,32518,11
bitterpeanut,43141,11
Subversive,64716,11
skaz05,49623,11
fjetland,277450,11
fivehoursfree,93955,11
Bribieboy,72420,11
Rexvillenative,297752,11
DFlake,183157,11
Stanic,322610,11
Tyke,254965,11
RevZombie666,79822,11
osiderworld,336490,11
Tonsk45,20921,11
nyakove,322018,11
Laure,394920,11
Epor,30513,11
Okcydentalista,445737,11
joeymcdonald,226938,11
wildnobility,66688,11
Daves69,38974,11
UnaBellaAlma,62230,11
brew4health,229808,11
ThomasWilder,88942,11
nixter,37962,11
Thom_Rafter,160931,11
nlahaye89,280275,11
wvudan,96647,11
Povester,266844,11
LaserDave,468421,11
Badabing,59359,11
Inci,393316,11
jter9,90809,11
BLButler08,75574,11
tutal,8463,11
LittleWolf,400984,11
mhkmurals,135848,11
Acariya,55271,11
intheric,23437,11
seeswo,137146,11
xerox51,22877,11
xetnauq,17978,11
tobydarling,113831,11
Marmite420,357142,11
harpo,34026,11
harmless,26935,11
Josuel00,317283,11
fleagle,124866,11
Kebabman,276796,11
dereksup,293595,11
gaga1,306428,11
leosanches,357049,11
BeerGear,68525,11
BartmanDrinks,179499,11
belldrinker44,94581,11
MAFountain,139285,11
cheekybaby,149992,11
McCracken,65740,11
Silenus,28698,11
htomren,3471,11
WestsideThreat,7450,11
EatsTacos,85911,11
flounder007,1688,11
pandafisk,191444,11
buffdaddy615999,1566,11
Robler,317915,11
RobinRamakers,419177,11
FedorStout,90759,11
BDD89,248394,11
seminole22,48409,11
Jschecter,72138,11
RocknSkol,394427,11
burilom,105101,11
GMarini,154865,11
bufordsbest,124050,11
raufsouza,361345,11
Lautje_ftw,411972,11
utufgrl,65395,11
Jaxmegaherz,107144,11
skweek,39721,11
docskalski,108700,11
whistlebird,33092,11
skunkt4,64883,11
AD_debushatta,133716,11
KellerBier,406715,11
krs_pol,396984,11
kruddov,56529,11
Galago,306348,11
Chiel,69082,11
Fsuveritas,295158,11
MickG,159240,11
tanner0042,90681,11
tanosch,152606,11
JSigsbach,323247,11
blakerea,114263,11
mkarweta,362132,11
Esche,5411,11
ksuhunter99,6582,11
Aesg99,3071,11
beershack,343687,11
Patchez,121176,11
beersncomics,406217,11
Haleale,117594,11
StuBrew,226164,11
ando1712,203803,11
spbays,152546,11
lemasga,260087,11
vonniemand,384368,11
vomitgirl,15952,11
Nali89,316451,11
opperbacco,97752,11
ryano,74774,11
hartmut,1185,11
tob1a5,323809,11
MadWelshWizard,184883,11
therose,443311,11
Scooterb1,254144,11
Nyre,166541,11
O11510,235540,11
GianlucaKA,123673,11
killerkojo,157824,11
drunkmonk,12548,11
estsill,314320,11
ryane.,104702,11
Poele,251111,11
Parnsi,315186,11
PapsShenanigan,283633,11
GruitBrewer,98285,11
cromni,35747,11
aRagingCanadian,301983,11
Grubeater,97309,11
bwanasafari,10890,11
buzz9,63706,11
iquito,418707,11
twb0392,94495,11
Dregs,115270,11
jnaos,63008,11
joKing,59469,11
morbeer,108027,11
dkg767,465135,11
dkrep,284168,11
mookieguy,38468,11
gumbo2go,318315,11
eternitye,400791,11
eugenecat,137308,11
beir4all,93906,11
ChristerL99,6297,11
moose99,3253,11
flynnguy,17507,11
jls321,474716,11
AnaRitaGato,324257,11
Gregfrsmith,422261,11
lordsummerisle,92273,11
MortenLauge,425191,11
Alesmith,251445,11
GODGODGOD,41712,11
Alered,360384,11
urnes011,110058,11
Valinch69,310437,11
foreignpolicy,59335,11
djnicotine99,1923,11
slugstout,53666,11
Arch,107617,11
jahouse,307940,11
Vedran,286761,11
Leene,138723,11
Leglome,152677,11
SDMNguy,73589,11
psychpunk99,4888,11
"Almeter, The Aryan God of Beer",1480,11
peanutdj,280193,11
Lovecrash42,395394,11
triple_belgian,325983,11
boussh,13289,11
curvedbeer,29441,11
nihilistfranz,154868,11
FatWater,242460,11
sdechert,15783,11
DrReddinger,316623,11
beerstar,32921,11
dlbrockmiller,134256,11
TxDrewski,277336,11
CoreyDW,91226,11
capngokey,479570,11
Liquiddinner,3167,11
agreatteam,94188,11
Sleepster,41670,11
nicomags,123910,11
rwilcox42,118241,11
beervn,296686,11
dtripp21,67868,11
RandomBeerDude,261753,11
BallsToTheWall99,3686,11
FrigidRoses,91701,11
tedyjam87,160368,11
hindan02,35190,11
scottnasty420,289843,11
DamnGoodBeer99,3571,11
Alankabatoff,225690,11
Rafatrojo,391606,11
kuzin,419831,11
kurojishi,317798,11
Stratford,108541,11
fogducker,59435,11
KevinF,103550,11
hvdstam,228104,11
Cyran,290298,11
kesslekb,96155,11
yeffiely,50685,11
blu,41718,11
Stoutmeiser,195842,11
CIVICRACER99,3596,11
bmagner,329811,11
NoCSbrew,294822,11
aschafer324,82598,11
bvvell,411411,11
phishhheads,112831,11
ckemps35,334099,11
hiq,202130,11
MarioSunjic,402410,11
Efeswasmy1st,159950,11
ckramer00,1913,11
bdls17,461114,11
2late2brew,29504,11
mickjay77,84526,11
ViktorEnghed,261055,11
LesStewart,29601,11
Brewfus,114061,11
Calvinroots,136615,11
glendelberg,121417,11
bwilley,92127,11
mkunz,88010,11
BrewSensei4,432848,11
Turco,72075,11
sonicstylee,81776,11
sonofBoags,7072,11
Galleyboy37,241599,11
funkyaudio,131669,11
fryjohn,206,11
saajan_jemahl,450590,11
justinwmaynard,140605,11
randallpink,272151,11
jahmokie,36149,11
CaptainTitus,106195,11
BarliTruebeard,62199,11
BarrelAndBeer,366662,11
humantouch,96298,11
JesseinVT,207870,11
Paulp,93503,11
durhamlou,208015,11
Johnstondan,400897,11
Paulpigskin,117813,11
beermanjoey,25039,11
nicola5555,424792,11
JohnnyRay,276932,11
tejonno,238146,11
a_fernandes,350154,11
bobschaefer,249647,11
Marcmo,237,11
threesheets,21165,11
HopsGuru6,434415,11
Marcbeer,275555,11
yrcrz,243743,11
Raloo,398766,11
SimonMerlevede,285140,11
aaroncoop,109403,11
lAlpedHuez,13643,11
hyacinthus,330027,11
tedbasser,7408,11
Mechphisto,44486,11
MeanMountnMan,83027,11
Mareglia,329147,11
hikh,421192,11
highalphafan,10801,11
clattyarse,7511,11
Nils7,302827,11
BigRor,316847,11
Kilin,284357,11
AARomanov,112648,11
Slurricane,39122,11
MoneyDragon,110390,11
Lemans92,346907,11
raperea,3541,11
raphabranco,387335,11
thewalker,428071,11
mash82,198811,11
thiagohope,268345,11
keithmoon,30622,11
Iceholecyn,195079,11
Pim_zom,384792,11
dylandownsouth,138419,11
iron_maiden,218626,11
ironbike1,169480,11
MirkoCaretta,107102,11
sueandron,376911,11
Stephpat,432412,11
TuckahoeJoe,46983,11
omnizot,455618,11
angelosmich,279645,11
NicolasGalli,311858,11
ara11aj,253449,11
BFergus,229927,11
kacarlton,335352,11
soneka,321293,11
jeremie123456,347188,11
rforman15,31647,11
rherperss,400910,11
bpat2011,344597,11
Konstantinos,300078,11
Koperos,351707,11
Djanvk,87138,11
TheOneAfter909,274707,11
sabbath81,125225,11
jwrock3,257564,11
kennethaus,176095,11
AndreaSputo,477863,11
PintTester,21533,11
jimmycyo,16519,11
jeongminyun,431241,11
Buggy,90740,11
kdub224,108603,11
eallenbrown,465198,11
netland,22442,11
Doriandm,122761,11
nandoo,122051,11
beer4mencc1701,92171,11
IkesNephew,96760,11
trappisttaste,315220,11
lapalou,217230,11
mahennin,52842,11
cesaro202,119033,11
rlanglands,349158,11
bobsmart567,401596,11
DoubleEh,231408,11
TheEmbryo,255632,11
Vjeko21,476399,11
mbalmer,118185,11
riordan93,18486,11
Dockurty,269774,11
DoctorHop,328784,11
Rasta420,190519,11
pelicanfleck,60038,11
Watanabe,416311,11
Emily_Rose,106237,11
isaacplatypus,468614,11
Emilcia92,412954,11
Lilotheanimal,223534,11
gollitogarcia,41030,11
miczur,442507,11
Blkrubiops,309327,11
Blmarques,272786,11
jhanske,6923,11
rickybobby,303081,11
apazda,101468,11
largadeer,45099,11
apanbosse,126321,11
kdb99,374,11
zanad96,40654,11
caitlin_m,445398,11
acvdberge,385640,11
tarmopr,311066,11
ichmachebier,455272,11
Brasero,154537,11
ccoalier,40689,11
mmhws,102562,11
SJM620,41609,11
wamoore84,62642,11
wattersla,96982,11
Hades665,100836,11
RedBurn,21518,11
anonymousman,160489,11
AlexChillton,232136,11
pearlbeer,163374,11
madlizzie,47195,11
madslaursen,138152,11
kaaskop99,5423,11
JoeriLinten,267826,11
emperorsled,107165,11
emptylemon51,92395,11
dzazder,354871,11
TheKing,117849,11
kelong,123003,11
beechgurl,168966,11
friday91,442521,11
ricksivrea,81125,11
saralynn77,94643,11
heavykevy21,92001,11
pinballpete,47017,11
pime,367906,11
edubcb,7789,11
BrotherBeer,3679,11
laurenannmcl,256383,11
frothysuds,476247,11
TrueRates,107330,11
Drperky76,337303,11
SteveWood,9018,11
AidenMoore,394394,11
somersetelvis,259674,11
Tsht,153266,11
picuantonie,444778,11
piggypig890,113400,11
pirmigrin,120151,11
pirri91,392957,11
herchick,97904,11
Alfonzo,208766,11
Wladek_88,409244,11
matoche,294927,11
nazbotica,125579,11
beerhoto,8973,11
Andris1988,417961,11
naushoots,274616,11
naturalG,371029,11
BorealeBoy,12813,11
Gio82,141780,11
Maladzida,342939,11
baalespont,316601,11
KNOFAC,93594,11
Svarrogh,308061,11
Onon,12535,11
sicklical,316923,11
mrcoffee,159588,11
Osmosis,396904,11
shmeedogg,706,11
HammerHead99,2636,11
Spastastic,87275,11
CStar17,24738,11
brifkin17,292266,11
britishalenerd,47197,11
lionus,99810,11
pachecoweld,441835,11
Sparky_,311477,11
littlebibs,16149,11
allmatthew,267292,11
verkoster147,316973,11
LagerPhan,54337,11
brotan1,193994,11
javathehop,58796,11
steelersfan07,93977,11
User458402,458402,11
Wyrd_Brewery,304421,11
elcondeorlok,377694,11
BelgianBeerMan,84610,11
Wretchedhalo,40663,11
Henrik1980,299458,11
The4Saisons,267573,11
royalliquors,91579,11
UryBrew,402072,11
Buddahchild,59700,10
Fabriceprince,116902,10
kavencharest,189842,10
santeri1983,468155,10
BrotherJoe1975,12844,10
cmatkins,67408,10
matthewsmith,95419,10
Selfish,214597,10
tipplerstipple,368787,10
Woodspop,368728,10
tyrrell,17706,10
beerbaron90,362788,10
Jimmy1100,359168,10
nctomatoman,39698,10
tillers,428403,10
heermant,127144,10
pinbackpro,145586,10
zombi69,224973,10
mattj,8868,10
Jajoro,4992,10
tigre38699,3268,10
sarcops,13768,10
Bluemax2000,366259,10
mnicole,57206,10
SteveAGreen,6422,10
ArtursKarklins,248616,10
beerdc,45853,10
beerdetama,428153,10
Pierresauce,138610,10
Terebia,333431,10
Petobeer,235555,10
beerface1,99480,10
Gio72,428212,10
Manudag,286006,10
herky21,147160,10
herne,269983,10
hero27,39776,10
matlev76,345398,10
Xev,64177,10
collander,70722,10
colortheorist,46083,10
Lex27,434327,10
4421,74281,10
cachotro,321553,10
ivisanvi,421706,10
Pikkio,205550,10
Tesorino,396071,10
zaxtreme,301224,10
Mangili,6410,10
sambernn19,411898,10
kegbelly,129670,10
goatboy,62353,10
Jaumix,384084,10
cagdascakman,415476,10
raisedfist86,119716,10
lowry99,70931,10
JasonGoz,69617,10
kylevester,173610,10
smolkinsquid,5364,10
apkerga,31714,10
Nicoizzo,322730,10
BastAnc,302824,10
frederick173,294936,10
Dizzy17,88588,10
mmanthe,28017,10
HERRDUNKEL,47939,10
rilbert008,80239,10
bonestheman99,3063,10
riverrat,135290,10
sneakyB,337992,10
snapple2,121279,10
Gar4ld,229278,10
frankliam,394496,10
JeffStone,258966,10
Addicted,52686,10
tpaz1913,326691,10
JW77,55220,10
E_leap,408764,10
travisf,209405,10
mercsmusic,356011,10
Simonplea,152539,10
maestro898,263319,10
Crash26,271154,10
Miamifan1354,83060,10
cbohl,344027,10
MiHi,222945,10
BrauknechtI,301743,10
Braumeister,22989,10
2Roses,79390,10
djcoolhark,79857,10
wcudwight,65220,10
TrappistMike,36382,10
fourxmate,47418,10
foxtje,221481,10
foundersfan,97090,10
smithjay,101760,10
franchise319,295121,10
MegaMaltMan,68777,10
majk,440779,10
aaronphazel,65370,10
NiekHart,367650,10
bohitomi,477561,10
boilers,52659,10
bmet01,262048,10
bobark,132333,10
ldu73,342097,10
Nijhazer,145604,10
DrinksAllKinds,292110,10
Meadtastic,370894,10
hutsi123,477535,10
malmlov,104113,10
S_Lovecraft,398973,10
SSmith2012,219610,10
IAgof,177661,10
Backdraft,9683,10
KongKalle,149350,10
bostonjoe,28986,10
fsim,320932,10
fsouth25,284018,10
andyplanck,175611,10
leapinbass99,5118,10
westexans,74214,10
KevinCartes,420645,10
robertodila,241642,10
Ralphie,43370,10
djsun2599,1892,10
jlatta7,162356,10
jkgraham,107291,10
dkoi421,259539,10
tpatrickr,96300,10
CaptainSG,46645,10
Elteefor99,3717,10
bobbert,305973,10
RangerMC,125052,10
smellyshoes,47698,10
bmurray,51836,10
Gonzoforbeer,278454,10
lees_29,467328,10
KrazyKhan,122014,10
NateDawg,9131,10
NateSeats,178211,10
oelhunden,95220,10
ArmyDO,352194,10
tenacubus,61949,10
BarrelAged1991,325406,10
jimlovesbeer,263686,10
Trdnuggets,78794,10
monksmisery,474192,10
Ned33137,355862,10
NapalmXv3,34838,10
Nandelicious,296766,10
TungstenGT,61983,10
furman82,273320,10
sleeperservice,461570,10
jmank99,428607,10
Rahmer,273474,10
asmundgo,130350,10
NorthlandBrewr,273481,10
fmbrewing,19130,10
opilec,59075,10
ordiedaddy,197977,10
malzmiller,56738,10
peter8365,227592,10
tork,389729,10
Saeba,127603,10
kundera89,200941,10
wenzeled,30833,10
DUNGA,36964,10
NyBob85,81229,10
derekalyon,397147,10
branlovesbeer,164426,10
Keruso,167866,10
tennmonkey,10059,10
terapenguin,44073,10
hughhaug,404706,10
toporniz,166772,10
topherone,378120,10
Stormfaery,63261,10
Esi,309437,10
Nodrog,220854,10
cwhalen,10045,10
AlexT,186392,10
peepthesot,17209,10
gregnsteve01,345397,10
BeerJohn,9072,10
czwingli,291846,10
BeerOnTheWall,203185,10
jdshep,349173,10
spufri123,362886,10
springcreekale,91409,10
jdubilla,30413,10
vitriolix,34488,10
Kblane88,237310,10
Hoiberg,356308,10
BVodak,19885,10
RSeltzer,308004,10
astrivian,90956,10
assherbole,122130,10
d2005,91066,10
JaneHanratty,36081,10
Sirus,152840,10
derry,8392,10
voegeli,66404,10
Krocz,263137,10
Gorosaurus,96211,10
BigFatOgre,311084,10
BeerConnoiseur,13255,10
BrianDiMaria99,3509,10
AnnaPL,428659,10
andrewdrinks,176202,10
Kryz,257028,10
Nabislav,374599,10
Nadia_Vincent,117630,10
NagaMorich,90655,10
jeff2901,230368,10
branquinha,139313,10
lemoine,68582,10
skeils,78100,10
BigMalt,249324,10
joec311,474008,10
flatkitty,28424,10
nygaard,154967,10
USFCycling,55910,10
mjmeijer2,117116,10
letsbeer,74398,10
Oelschlaeger,126670,10
birdwax,25228,10
Katapi,353107,10
fjw1972,106188,10
fizl,72672,10
Hatchetman401,9578,10
DarthJames,11147,10
krokodyl,310397,10
peteraway01,235473,10
medaglia,341296,10
pete123,7463,10
gusmer,141063,10
tooluther,10851,10
M224,105765,10
blackandwhite,413052,10
bitterntwisted,95061,10
post2martin,291891,10
pottimous,763,10
charliehemlock,50045,10
medusetl,269558,10
chaz2171,71013,10
Maytika,177164,10
McBootie,130837,10
gutek86,411340,10
tallguy108,6651,10
imkebe,349134,10
imdrunk,3625,10
SADESA,31243,10
pbright,467272,10
tailen,353003,10
d_julien,448400,10
MyPorterHouse,358025,10
RHutch,345790,10
biscuitbagger,13283,10
OWENSR1,203848,10
bishop99,1699,10
BrunTremens,378842,10
Kyleisraaddd,98177,10
Ulukai,372533,10
adamsjg,205350,10
jduck1979,280713,10
Offar,467047,10
OlDirtyBrewer,7010,10
dollarbill,84568,10
Quokka,280440,10
Sunnycayman,55985,10
SuneBio,408693,10
Ethanolist,345340,10
renks,189938,10
misko,39178,10
gattullo,281212,10
NICU,51867,10
jdidion,150124,10
Hydrowarz,242663,10
KyleMac5,37085,10
Daverappster,305814,10
gardyloo,60359,10
vinniemc666,26640,10
Jbfd2,298943,10
GrandaddyKC,318021,10
brian1985,48338,10
Ergal83,206517,10
Fixer808,9877,10
Graminis,285664,10
A_Train,210150,10
REDBEARPUB,105874,10
joelumbumbard99,3058,10
audryla,271207,10
letâsDrink,420856,10
amlemus,385247,10
brewperman,467541,10
DuckDude,75369,10
tone_leggett,305347,10
Creyhfus,274772,10
Zuko,405047,10
Gueuzebelge,451967,10
crazywoodsman,7458,10
MCShann,298309,10
tonirc,410977,10
RDeschain,6606,10
ss315,14520,10
jburbey,8758,10
brewlovr,425235,10
NCBeerBoy,96143,10
Mythiis,376242,10
Francois88,303727,10
Jacamus,326360,10
hotdogs,11030,10
Aries,261545,10
WMMALASKA,20681,10
LopesGabriel,173494,10
amazinwlrdfood,303453,10
stammmta,118510,10
american8oy,424631,10
Rick_Compen,293082,10
2xipaok,154251,10
OldPeculiar,26890,10
AleHole99,4014,10
Irenfrea,83452,10
Erbenaut,395744,10
brewgianlu,381070,10
brewerdave,55317,10
dDan,230300,10
Cancer4TheCure,296327,10
nshack,7266,10
Quietude,19387,10
Broncosnbeer101,338682,10
filippomassari,336178,10
KarelCascade,248250,10
filogomo,223376,10
kraemer420,86329,10
johnmeier1,119439,10
RichardHFish,129628,10
Underjoath,179645,10
Jcollura,270604,10
simongladding,346672,10
Quint23,119118,10
dona055,335210,10
wilshire87,279367,10
williamcoggin,62384,10
MMortier,59458,10
216BeerMan,120299,10
Jenafly75,153408,10
sillyrob,8397,10
johnrspokes,350968,10
300monsters,258657,10
FishHead,160761,10
ssb2much,120606,10
manolomoris,313090,10
bigross123,58201,10
avena319,99638,10
hoppingmad1977,43155,10
Cubmaster938,265996,10
theDude0815,328959,10
hagenwagon,342126,10
pompfe,372670,10
pop255,241113,10
BiraSevdasi,286448,10
Samjallen,138084,10
horrorcore69,389765,10
hopwartz,107629,10
Max1972,46196,10
hAl,12546,10
Sidnne,449474,10
kovalski,454466,10
aweb,15765,10
Beerandsex,352498,10
C1tySurfer83,327586,10
dosbeerigos,102074,10
dougd99,6123,10
Belgiumbill,129841,10
poochy,201956,10
gdierksen,373833,10
gdj,12262,10
CWarnes,277401,10
DinkingDutch,39842,10
Murano,329419,10
deejaylukas,295834,10
jaygrant1387,298096,10
ChevauLeger,223571,10
Churchkey,220989,10
azuritko6,115069,10
steazyb23,73687,10
Mulders,111723,10
MuleTrain920,45713,10
CornishRob,26386,10
gdaigle,48000,10
Spet78,152506,10
Orker,86934,10
BrewskiNigga,41370,10
Brewsta,96515,10
kosican,347786,10
Quafco,407457,10
dornan23,71124,10
Onehelm,247327,10
nsamstark,360846,10
stacey5,398784,10
Chad484,266572,10
Dether,245349,10
carlossv84,293939,10
swtness2020,441384,10
ArlenWilliams,5742,10
mfincher,45010,10
CesarLÃ³pez,275682,10
AngryByChoice,277044,10
bUAkronG,217829,10
rorgel,195052,10
norsk,106990,10
kobe78,83174,10
BigBob63,401780,10
HomesickAlien,31869,10
User150884,150884,10
dperk,9698,10
bigbrew99,5134,10
mrbeakersalesman99,507,10
Goldbane,262368,10
TipsTolvan,248256,10
Goldenpole,59410,10
dpmeersman,18605,10
Jerseyislandbeer,382521,10
chrisfrey,18557,10
Jacksuhn,160469,10
hopman23,367634,10
chong,3703,10
Sanuk,25880,10
Ingogringo,355679,10
Opivy44,89189,10
KURTO99,4837,10
Mschuier,243153,10
Mscig,325791,10
G_C_R,337154,10
BeerMM,183671,10
hopheadjohn,41255,10
Mathead,382427,10
Sarge,12047,10
tommertens01,254149,10
big_boss,117401,10
Timbowl2,6240,10
mrpositron,176982,10
fatharey,28541,10
Blockhead,10270,10
milwaukee,47120,10
deadheadbill,125014,10
verenico,69214,10
MPayne,134446,10
tomix86,380301,10
BigDUK,90340,10
BeerBill1,264222,10
jordyjews,329529,10
bfrposh,119859,10
Swordmyst,3050,10
BeerBreakfast,223453,10
brown2cu,170200,10
drankpenguin,346405,10
klingelton,18825,10
mconstant,95150,10
MTLawrence,203077,10
JacksonCR,419447,10
hoorayh,244131,10
mcran86,283730,10
paccamacca,203762,10
jbatman,216268,10
lio88,49712,10
CosmicScherzo,70308,10
amae,467342,10
Homer7530,71452,10
javilluendas,287971,10
User101733,101733,10
Dabirrifactor,339539,10
shaverandrew15,288920,10
DominikDraak,365693,10
MrTBone,75500,10
jasonlends,60487,10
Sophisticated,387593,10
Dunkelstar,23870,10
brownporter,53334,10
Cristinada,212496,10
ZDogg99,2429,10
pmlato,160189,10
hooks11,155252,10
shiroakuma,20206,10
ballz50401,101410,10
klaas81,284697,10
rpm56,6403,10
Bvdubn,253440,10
SaxyBeerFan420,394188,10
SaveurBen,177011,10
theburden,22291,10
thedrip,62246,10
ZOSEPH,8333,10
marioadam,56074,10
Crnipapar,42556,10
carlos_verure,449068,10
carlm87,352801,10
Fwamps,371545,10
quantumdrs,288216,10
Volatum,109474,10
paulys55,110909,10
MrSifter,81548,10
noisycricket,17227,10
Andi28,463467,10
panagiof,99994,10
RobHammer,47095,10
Lamagna,135198,10
Autonetics1969,391539,10
Austbloke,26750,10
locust,92488,10
Rob101,324280,10
hansenkw,210697,10
MWatts2,288391,10
H22Andretti99,4925,10
chyldking,100569,10
Maak_d,227342,10
hanniku,82426,10
jpburgh213,232527,10
berud,114424,10
fL0,382737,10
drinkinjersey,32379,10
drinkerofbeers,58915,10
MartinBeer,297420,10
Martian1,124427,10
Schaetzakowski,298519,10
Shazzab95,368169,10
thegingerkid,227789,10
BoozeHag462,16739,10
stephen7424,98559,10
lllChirslll,91087,10
Greatcommand,374640,10
georgehog,67704,10
Enthalpy,96903,10
MrNemo,104802,10
MrNic,233479,10
Bahrain,93456,10
tussius,165271,10
tugg407,86182,10
Milo024,301444,10
loeffler,22732,10
DavidO,52556,10
valeriotto,151195,10
mikericm,97995,10
PabloIbanez,427269,10
benstevo,70983,10
palliko,8544,10
Mikie71,367677,10
infinitetease,64541,10
inenigma,9768,10
Slatetank,44314,10
mhack1128,27286,10
drloveless,48955,10
barrelbellie,169966,10
nms007,287099,10
wstrwl,295833,10
wunderkath,443597,10
mtangel,369548,10
farry,83217,10
TGLBeer,58824,10
bstaff88,202687,10
razvanash,469467,10
btgpdx,91773,10
BilgeRat415,161171,10
pallem,340277,10
drubel2,65613,10
extremely_loud,291339,10
drmeloy,343371,10
Rt1Rebel,20457,10
lulubernardo,294300,10
Mikljon,85820,10
Minkenbraeu,296595,10
Chalice,86371,10
swampwiz,53703,10
Baliboo,433922,10
Vlyyk,409881,10
sferry94,430331,10
seven7dust,5274,10
Cabeero,77971,10
Valdresknut,376178,10
janeriks,136998,10
jameswraith,254662,10
aleximperial,228810,10
quiri,176872,10
sergeant,312245,10
drohan0099,4880,10
drs,677,10
ewingjr98,235852,10
droyer,63016,10
Dr_Von_Pilzen,363569,10
sevrior,403734,10
kino1493,356488,10
Solstice1222,56927,10
ruisantos,377298,10
THiS,101496,10
setauketone,52096,10
serteperte,163148,10
Potverdikke,141915,10
Pouler,14888,10
PourBoyJones,56471,10
ImperialStefan,171192,10
BEANOBOY35,12468,10
beltcha,438230,10
kinghellsfire,58271,10
ruppert2p,10105,10
TToto,370432,10
DutchBeers,362325,10
stoutbiiliards,84055,10
Pradadarling,369010,10
Donatus,25944,10
sekki,401197,10
drunknick,38379,10
Fearless99,30522,10
rustan,69318,10
nissebajer54,248283,10
multibeast,26556,10
thehoplocal,106945,10
tomashopkins,169413,10
Schmaranoia,217901,10
philfish,65248,10
Maccaguy,42472,10
toddomundo,137255,10
Powder_Beer,119572,10
Coeno,422137,10
mulderbelgie,95085,10
Tachionc2,256446,10
muellr,451356,10
pleasesir,62173,10
Schweinsteiger,74230,10
hofi90,316613,10
Schulte,201491,10
GuldenHoeck,210609,10
kevinthesipper,45163,10
kevlar95,370582,10
bbwcfan,13280,10
BOCCALO,5019,10
eurekabrewer,482002,10
dstarnick,467959,10
Andyb123,425771,10
dsimmons66,463484,10
seke,49473,10
basher,32463,10
BradMc,235101,10
Danieln,394788,10
xpandnz,170072,10
dtalou27,199343,10
xuqi,363091,10
ryandrinksbeer,27747,10
BarleyBob,59670,10
hlc,178668,10
Artafraates,324912,10
hlynx,209313,10
Magic_Runner,331435,10
belgbeerfact,272867,10
Incubus1981,20568,10
Indecipherable,245172,10
DavidMorvai,299590,10
lordmeat,60543,10
raymo55,157302,10
raul,66118,10
FlipperSipper,67325,10
Fliwmn,255174,10
xo4upoku6at,281403,10
Jordi_vlc,425185,10
Enderhat,43006,10
agulsrud,15935,10
HotKarl33,7872,10
Slavo,171869,10
dancehop,166192,10
AcidBurn32588,58284,10
capretta,60698,10
capilight,295474,10
DrThunder,407346,10
bcb07,211700,10
bcbeer,39641,10
Patzem,25878,10
duffbeerfan,96729,10
Exuma,286782,10
HiFives,253161,10
IanIPA,132587,10
MortPL,385926,10
HooperX,44324,10
HalfCockedJack,103942,10
mike_pro1,461726,10
panzo,432490,10
Hakim,135910,10
Ghesti,231524,10
beersun,51943,10
seandwyer,44226,10
seanmn,20150,10
davidbourne35,165653,10
davideperro,113052,10
Hookemwahoo,259738,10
buttermilk,402417,10
butters49,68580,10
GPW,444667,10
MoreCoffeePlease,283328,10
papaski99,3205,10
Leenu,402876,10
Halonso,384554,10
Monkeyharris,299753,10
studhamster,89797,10
jackstraw111,44574,10
jackzodiac,79418,10
